Artist,Country,Streams
Jonas Blue       ,sk,69951
J Balvin         ,sk,64833
Kendrick Lamar   ,sk,61150
Sam Smith        ,sk,60814
French Montana   ,sk,60604
Rita Ora         ,sk,60213
Niall Horan      ,sk,59540
Marshmello       ,sk,58551
David Guetta     ,sk,57070
Liam Payne       ,sk,56753
The Weeknd       ,sk,51969
Macklemore       ,sk,51049
G-Eazy           ,sk,49329
Taylor Swift     ,sk,48271
Major Lazer      ,sk,48197
Julia Michaels   ,sk,46314
Hailee Steinfeld ,sk,45666
OneRepublic      ,sk,45584
Portugal. The Man,sk,45450
Katy Perry       ,sk,45053
Robin Schulz     ,sk,45050
Demi Lovato      ,sk,44757
Bebe Rexha       ,sk,44581
Jason Derulo     ,sk,43215
Cheat Codes      ,sk,42672
Logic            ,sk,42434
Separ            ,sk,41520
Justin Bieber    ,sk,41072
Maggie Lindemann ,sk,39891
Starley          ,sk,39434
Lil Uzi Vert     ,sk,38914
Halsey           ,sk,38581
NF               ,sk,38138
Martin Jensen    ,sk,36280
Bruno Mars       ,sk,35747
Lil Pump         ,sk,34479
Khalid           ,sk,31451
P!nk             ,sk,30979
Louis Tomlinson  ,sk,29461
Future           ,sk,28163
Lorde            ,sk,27950
Drake            ,sk,27254
Harry Styles     ,sk,26474
Burak Yeter      ,sk,25941
Linkin Park      ,sk,23909
Machine Gun Kelly,sk,23742
Yzomandias       ,sk,23076
Olivia Holt      ,sk,22281
Enrique Iglesias ,sk,21110
Jax Jones        ,sk,20637
Eminem           ,sk,19977
Alan Walker      ,sk,19584
The Vamps        ,sk,19402
AJR              ,sk,19372
Jon Bellion      ,sk,19303
Mariah Carey     ,sk,18938
Alessia Cara     ,sk,18189
Lady Gaga        ,sk,17836
James Arthur     ,sk,17796
Big Shaq         ,sk,17178
Wham!            ,sk,16564
Steve Aoki       ,sk,16289
Snakehips        ,sk,16079
Miley Cyrus      ,sk,15702
JP Cooper        ,sk,15150
Moon Taxi        ,sk,15102
Petit Biscuit    ,sk,12568
CNCO             ,sk,12375
Samey            ,sk,12330
DJ Snake         ,sk,12317
ItaloBrothers    ,sk,11709
Brenda Lee       ,sk,11582
Fifth Harmony    ,sk,11554
Lil Peep         ,sk,11517
XXXTENTACION     ,sk,11069
Lana Del Rey     ,sk,10734
Rag'n'Bone Man   ,sk,10153
Sage The Gemini  ,sk,10138
Aaron Carter     ,sk,10033
Cardi B          ,sk,9579
Little Mix       ,sk,9552
Skrillex         ,sk,9513
Lord Huron       ,sk,9499
Frank Sinatra    ,sk,9262
21 Savage        ,sk,9020
Ariana Grande    ,sk,9015
Band Aid         ,sk,8850
Andy Williams    ,sk,8768
Stanaj           ,sk,8720
Vice             ,sk,8033
Flo Rida         ,sk,7760
Zara Larsson     ,sk,7685
A R I Z O N A    ,sk,7652
Sigala           ,sk,7251
I.M.T. Smile     ,sk,6898
Kiiara           ,sk,6887
Mykola Dmytrovych,sk,6860
KYLE             ,sk,6600
Hearts & Colors  ,sk,6288
Bing Crosby      ,sk,6173
Isaiah           ,sk,6168
The xx           ,sk,5951
Rihanna          ,sk,5570
Anita Kerr Singer,sk,5478
Alok             ,sk,5224
Cashmere Cat     ,sk,4674
Chris Rea        ,sk,4285
Rae Sremmurd     ,sk,4170
Michael Bublé   ,sk,4075
John Lennon      ,sk,3982
Travis Scott     ,sk,3866
Migos            ,sk,3724
Perry Como       ,sk,3680
Sabrina Carpenter,sk,3591
Burl Ives        ,sk,3581
Bobby Helms      ,sk,3277
Sia              ,sk,2841
Shakira          ,sk,2691
Sam Hunt         ,sk,2413
Twenty One Pilots,sk,2333
John Legend      ,sk,2242
José Feliciano  ,sk,2171
Nat King Cole    ,sk,1914
Paul McCartney   ,sk,1753
Vince Guaraldi Tr,sk,1712
Elvis Presley    ,sk,1685
Fall Out Boy     ,sk,1352
Felix Jaehn      ,sk,1352
Kesha            ,sk,1324
Kali             ,sk,1293
Offset           ,sk,1273
DVBBS            ,sk,1217
DJ Wich          ,sk,1179
Noah Cyrus       ,sk,1146
Thomas Gold      ,sk,1140
LP               ,sk,1002
J Balvin         ,sv,1682655
Ozuna            ,sv,890088
Wisin            ,sv,760339
Danny Ocean      ,sv,712324
Maluma           ,sv,660994
Farruko          ,sv,623344
CNCO             ,sv,617426
Bad Bunny        ,sv,578965
Chris Jeday      ,sv,563556
Luis Fonsi       ,sv,552457
Ed Sheeran       ,sv,530996
Nacho            ,sv,527014
Anuel Aa         ,sv,520842
Manuel Turizo    ,sv,512828
Nicky Jam        ,sv,491572
Piso 21          ,sv,461771
Daddy Yankee     ,sv,445741
Zion & Lennox    ,sv,351847
The Chainsmokers ,sv,350352
Yandel           ,sv,330937
Becky G          ,sv,326660
Carlos Vives     ,sv,321470
Imagine Dragons  ,sv,314887
Shakira          ,sv,291449
Martin Garrix    ,sv,246879
Calvin Harris    ,sv,228596
Karol G          ,sv,215893
Jason Derulo     ,sv,198806
Enrique Iglesias ,sv,186681
DJ Khaled        ,sv,185961
Natti Natasha    ,sv,177079
Dua Lipa         ,sv,170256
Pitbull          ,sv,168978
Alex Sensation   ,sv,167508
Bruno Mars       ,sv,163710
Charlie Puth     ,sv,159839
Sebastian Yatra  ,sv,148532
Romeo Santos     ,sv,147278
David Guetta     ,sv,146493
Kygo             ,sv,138171
Felipe Peláez   ,sv,135773
Selena Gomez     ,sv,127845
Joey Montana     ,sv,122486
Taylor Swift     ,sv,122117
ZAYN             ,sv,121868
Don Omar         ,sv,116430
Abraham Mateo    ,sv,115874
DJ Snake         ,sv,108648
Post Malone      ,sv,98644
Jesse & Joy      ,sv,96313
The Weeknd       ,sv,91397
Zedd             ,sv,89326
Camila Cabello   ,sv,84474
Marshmello       ,sv,71754
Harry Styles     ,sv,65781
Maroon 5         ,sv,65076
IAmChino         ,sv,61133
Clean Bandit     ,sv,59790
Miley Cyrus      ,sv,54472
Gigolo Y La Exce ,sv,52546
Justin Bieber    ,sv,50352
Sam Smith        ,sv,40120
Demi Lovato      ,sv,31947
Ricky Martin     ,sv,25810
Shawn Mendes     ,sv,19754
                 ,sv,17354
Louis Tomlinson  ,sv,16683
Linkin Park      ,sv,13572
DJ Jonathan      ,sv,12584
Drake            ,sv,10385
Chino & Nacho    ,sv,9074
Katy Perry       ,sv,7192
Christian Nodal  ,sv,6075
Anitta           ,sv,5504
Lil Pump         ,sv,5036
Mike Posner      ,sv,3561
Charly Black     ,sv,3534
Jory Boy         ,sv,3201
Cultura Profétic,sv,3198
Major Lazer      ,sv,1895
Xantos           ,sv,1785
Ezhel            ,tr,8167806
Ed Sheeran       ,tr,8065039
Manuş Baba      ,tr,6264020
Imagine Dragons  ,tr,5222713
Sezen Aksu       ,tr,3935623
Norm Ender       ,tr,3910469
The Weeknd       ,tr,3521290
The Chainsmokers ,tr,3401996
Luis Fonsi       ,tr,3301034
Clean Bandit     ,tr,3272805
Sıla            ,tr,2923515
ZAYN             ,tr,2904235
Charlie Puth     ,tr,2874947
Deeperise        ,tr,2763596
Çağatay Akman  ,tr,2623550
Dua Lipa         ,tr,2620362
Yüzyüzeyken Kon,tr,2532753
LP               ,tr,2492817
Post Malone      ,tr,2481467
Camila Cabello   ,tr,2320946
Future           ,tr,2107789
Katy Perry       ,tr,1939706
Ersay Üner      ,tr,1912780
Rag'n'Bone Man   ,tr,1862052
Aleyna Tilki     ,tr,1833992
Kygo             ,tr,1823737
Mabel Matiz      ,tr,1812537
Müslüm Gürses ,tr,1807103
Anne-Marie       ,tr,1802018
Edis             ,tr,1740378
Hadise           ,tr,1694508
J Balvin         ,tr,1669743
French Montana   ,tr,1626807
Sagopa Kajmer    ,tr,1610231
Burak Yeter      ,tr,1607584
Selena Gomez     ,tr,1537240
Maroon 5         ,tr,1493076
Martin Garrix    ,tr,1484976
Super Sako       ,tr,1434580
Jason Derulo     ,tr,1402572
Oğuzhan Koç    ,tr,1336311
Drake            ,tr,1281296
DJ Khaled        ,tr,1263738
Tuğba Yurt      ,tr,1242051
Burak King       ,tr,1239201
Eypio            ,tr,1195851
Ayse Hatun Onal  ,tr,1194601
Shakira          ,tr,1190881
INNA             ,tr,1177407
Sean Paul        ,tr,1121308
Deniz Tekin      ,tr,1110377
Twenty One Pilots,tr,1099790
Calvin Harris    ,tr,1003120
Jax Jones        ,tr,994132
No Method        ,tr,981090
Kalben           ,tr,918871
Tarkan           ,tr,883179
Taylor Swift     ,tr,881043
Ziynet Sali      ,tr,874383
Sia              ,tr,868426
Buray            ,tr,866916
Colonel Bagshot  ,tr,861942
DJ Snake         ,tr,847697
Zedd             ,tr,847076
Murat Dalkılıç,tr,830845
İlyas Yalçınta,tr,826221
Hande Yener      ,tr,825935
Kendrick Lamar   ,tr,822636
Bruno Mars       ,tr,806409
Gazapizm         ,tr,765297
Marian Hill      ,tr,756123
Simge            ,tr,717642
Julia Michaels   ,tr,713358
Lil Pump         ,tr,706029
Ceza             ,tr,690247
G-Eazy           ,tr,658770
Starley          ,tr,602115
Soner Sarıkabada,tr,583309
Bebe Rexha       ,tr,545145
Derya Uluğ      ,tr,512112
Ozan Doğulu     ,tr,496571
Yalın           ,tr,496429
Bengü           ,tr,490557
Ceylan Ertem     ,tr,485649
Feder            ,tr,485250
Demet Akalın    ,tr,483234
Vega             ,tr,482274
Ariana Grande    ,tr,475078
Sam Smith        ,tr,473997
Shawn Mendes     ,tr,472990
Pinhani          ,tr,461811
Eminem           ,tr,425563
David Guetta     ,tr,413438
Bahadır Tatlıö,tr,411915
Steve Aoki       ,tr,369928
Harry Styles     ,tr,362022
Musa Eroğlu     ,tr,326972
Güven Yüreyi   ,tr,307893
James Arthur     ,tr,307639
Jon Bellion      ,tr,286808
Kaleo            ,tr,285144
Sertab Erener    ,tr,277306
Desiigner        ,tr,270340
Mahmut Orhan     ,tr,253520
Erdem Kınay     ,tr,248550
Reynmen          ,tr,230401
Harun Kolçak    ,tr,228116
Justin Bieber    ,tr,223582
Major Lazer      ,tr,223085
Sage The Gemini  ,tr,220269
Emrah Karaduman  ,tr,206541
Lorde            ,tr,203764
Heijan           ,tr,198708
Demi Lovato      ,tr,197390
Jonas Blue       ,tr,191361
Miley Cyrus      ,tr,182226
Yaşar Gaga      ,tr,180773
Zara Larsson     ,tr,180625
Can Bonomo       ,tr,177545
Louis Tomlinson  ,tr,162084
Axwell /\ Ingross,tr,156904
Alan Walker      ,tr,146104
Lil Wayne        ,tr,141724
Machine Gun Kelly,tr,107165
Fazıl Say       ,tr,93404
Lana Del Rey     ,tr,75239
Rae Sremmurd     ,tr,68805
Liam Payne       ,tr,61399
Kenan Doğulu    ,tr,60481
Iyeoka           ,tr,39664
BTS              ,tr,38310
İrem Derici     ,tr,36457
Portugal. The Man,tr,35213
No.1             ,tr,22258
Linkin Park      ,tr,15621
Lady Gaga        ,tr,13121
AJR              ,tr,11129
The Chainsmokers ,tw,8233514
Ed Sheeran       ,tw,8048818
Martin Garrix    ,tw,3157144
Kygo             ,tw,3047444
Maroon 5         ,tw,2937687
Charlie Puth     ,tw,2844453
Clean Bandit     ,tw,2713076
ZAYN             ,tw,2552149
Joker Xue        ,tw,2401199
Luis Fonsi       ,tw,2040632
Alan Walker      ,tw,1912587
Zedd             ,tw,1871326
Camila Cabello   ,tw,1828678
Selena Gomez     ,tw,1821036
G.E.M.           ,tw,1745428
Sam Smith        ,tw,1709988
Crowd Lu         ,tw,1663440
Namewee          ,tw,1624949
Calvin Harris    ,tw,1446859
Avicii           ,tw,1371191
Imagine Dragons  ,tw,1367213
Eric Chou        ,tw,1344176
Dua Lipa         ,tw,1299153
Bruno Mars       ,tw,1269620
Mayday           ,tw,1253304
Hailee Steinfeld ,tw,1160813
R-chord          ,tw,1135343
Marshmello       ,tw,1114385
Rainie Yang      ,tw,1108710
Taylor Swift     ,tw,1082810
DJ Khaled        ,tw,1072297
Post Malone      ,tw,1048218
James Arthur     ,tw,1044976
Eason Chan       ,tw,1043903
The Weeknd       ,tw,1013852
Waa Wei          ,tw,992754
Shawn Mendes     ,tw,983856
Nana Lee         ,tw,954385
David Guetta     ,tw,908616
JJ Lin           ,tw,908112
Jonas Blue       ,tw,903915
Li Yugang        ,tw,829810
Lauv             ,tw,802947
Julia Michaels   ,tw,800648
Starley          ,tw,799109
A-Mei Chang      ,tw,784240
Liam Payne       ,tw,779422
Major Lazer      ,tw,779008
NICKTHEREAL      ,tw,754107
Alessia Cara     ,tw,753775
BTS              ,tw,733259
Niall Horan      ,tw,717348
Chanyeol         ,tw,711054
Demi Lovato      ,tw,704303
NF               ,tw,702119
Stefanie Sun     ,tw,699981
G-Eazy           ,tw,689607
Justin Bieber    ,tw,667626
Coldplay         ,tw,651251
P!nk             ,tw,647599
Cheat Codes      ,tw,604413
Machine Gun Kelly,tw,559364
Khalid           ,tw,558672
Katy Perry       ,tw,558053
Rita Ora         ,tw,555818
DJ Snake         ,tw,545044
Martin Jensen    ,tw,544747
Louis Tomlinson  ,tw,536774
Logic            ,tw,528800
No Party For Cao ,tw,516436
Steve Aoki       ,tw,487019
Jia Jia          ,tw,480699
Maggie Lindemann ,tw,479252
Halsey           ,tw,469447
Lady Gaga        ,tw,460526
LaLa Hsu         ,tw,448633
The Vamps        ,tw,423291
Jason Derulo     ,tw,417112
J.Sheon          ,tw,362579
Ronghao Li       ,tw,361896
Harry Styles     ,tw,348805
Kendrick Lamar   ,tw,338854
French Montana   ,tw,334765
Axwell /\ Ingross,tw,332901
Bebe Rexha       ,tw,321490
Macklemore       ,tw,319131
J Balvin         ,tw,316106
Drake            ,tw,307614
Lorde            ,tw,301725
Xiao Yu          ,tw,265125
AJR              ,tw,262290
Kenji Wu         ,tw,260344
Eminem           ,tw,259782
岑寧兒        ,tw,256556
A-Lin            ,tw,236453
Miley Cyrus      ,tw,222979
Robin Schulz     ,tw,205809
IU               ,tw,191879
Jon Bellion      ,tw,187451
Portugal. The Man,tw,158229
Ariana Grande    ,tw,157855
Lil Pump         ,tw,156736
BLACKPINK        ,tw,144126
OneRepublic      ,tw,130404
Alok             ,tw,121198
Jolin Tsai       ,tw,116568
Mike Perry       ,tw,109936
G-DRAGON         ,tw,106983
Andrew Tan       ,tw,102846
Princess Ai      ,tw,83105
Sandee Chan      ,tw,74522
Linkin Park      ,tw,71955
Eve Ai           ,tw,69114
�?��?�?�唱團  ,tw,65498
Sia              ,tw,62859
Twenty One Pilots,tw,60947
Tanya Chua       ,tw,58406
葛仲�?�        ,tw,51176
Mariah Carey     ,tw,50534
TAEYEON          ,tw,47909
Jordan Chan      ,tw,41227
�?�玖哲        ,tw,40657
Mike Posner      ,tw,39871
Hardwell         ,tw,39405
Cheer Chen       ,tw,28378
Fall Out Boy     ,tw,27650
Z-Chen           ,tw,27636
Naiwen Yang      ,tw,26195
Keala Settle     ,tw,26099
Zara Larsson     ,tw,26062
Karen Mok        ,tw,24824
Zac Efron        ,tw,24758
Lana Del Rey     ,tw,20649
王俊�?�        ,tw,20352
Little Mix       ,tw,20038
Will Pan         ,tw,19763
Yellow Claw      ,tw,19473
Eli Hsieh        ,tw,19473
Huang Yali       ,tw,19261
Alesso           ,tw,19071
Kelly Clarkson   ,tw,19046
VaVa             ,tw,18177
洪佩瑜        ,tw,17577
Koala Liu        ,tw,16399
Ivana Wong       ,tw,15749
蕭閎�?        ,tw,13964
Rae Sremmurd     ,tw,13334
�?�崗霖        ,tw,10453
A-do             ,tw,10360
Cosmos People    ,tw,9757
MinChen          ,tw,9393
Faye 飛         ,tw,9329
Charli XCX       ,tw,9216
Craig David      ,tw,8998
Afrojack         ,tw,8968
U2               ,tw,8896
Kesha            ,tw,8748
The Script       ,tw,8741
姚亦晴        ,tw,8263
Nico & Kim       ,tw,8205
The xx           ,tw,8200
Tiësto          ,tw,8179
Jocie Kok        ,tw,7868
Kris Wu          ,tw,7862
Ryan Gosling     ,tw,7572
Rachel Liang     ,tw,7562
�?�?�           ,tw,7536
John Mayer       ,tw,7376
Elva Hsiao       ,tw,7298
Paramore         ,tw,7112
Dimitri Vegas & L,tw,7091
張傑           ,tw,7079
Leo王           ,tw,7054
Grady Guan       ,tw,6652
Justin Timberlake,tw,6638
Crush            ,tw,6467
BIGBANG          ,tw,6406
蔡詩蕓        ,tw,6283
Drake            ,us,125322144
Ed Sheeran       ,us,74772903
Migos            ,us,74381085
Post Malone      ,us,65266691
Kendrick Lamar   ,us,60866065
The Weeknd       ,us,55647160
Big Sean         ,us,54686563
The Chainsmokers ,us,50258365
21 Savage        ,us,46944794
Future           ,us,31452538
Lil Uzi Vert     ,us,30922711
Rae Sremmurd     ,us,29513212
ZAYN             ,us,28794629
KYLE             ,us,28229195
Bruno Mars       ,us,25458532
Travis Scott     ,us,22400941
Maroon 5         ,us,22262005
Khalid           ,us,22186051
Logic            ,us,20560019
Kodak Black      ,us,18336923
XXXTENTACION     ,us,18308732
Aminé           ,us,16801587
Machine Gun Kelly,us,15854448
Luis Fonsi       ,us,15653354
James Arthur     ,us,15093283
Kygo             ,us,14896811
Julia Michaels   ,us,14792497
G-Eazy           ,us,14332392
Alessia Cara     ,us,14300481
Gucci Mane       ,us,13357073
DRAM             ,us,13095645
Martin Garrix    ,us,12693968
Sam Hunt         ,us,12648733
DJ Khaled        ,us,12483093
French Montana   ,us,11504366
Lil Pump         ,us,11327213
Childish Gambino ,us,11130963
Imagine Dragons  ,us,10983878
J. Cole          ,us,10956317
Camila Cabello   ,us,10840610
Jon Bellion      ,us,10806064
Sam Smith        ,us,10727157
Calvin Harris    ,us,10451412
Starley          ,us,10331891
Hailee Steinfeld ,us,10134243
Halsey           ,us,9593319
Cardi B          ,us,9007031
Zedd             ,us,8850968
Selena Gomez     ,us,8576615
Major Lazer      ,us,8478493
Shawn Mendes     ,us,8132435
Offset           ,us,8060689
Marshmello       ,us,7745559
Chance The Rapper,us,7588769
A Boogie Wit da H,us,7362454
Charlie Puth     ,us,7296266
Dua Lipa         ,us,7279471
Taylor Swift     ,us,7154018
AJR              ,us,7048251
Demi Lovato      ,us,6998392
Rob $tone        ,us,6719500
A$AP Ferg        ,us,6698817
Clean Bandit     ,us,6551974
NF               ,us,6514533
Katy Perry       ,us,5688650
Portugal. The Man,us,5496000
Bebe Rexha       ,us,5086505
Ariana Grande    ,us,5074754
DJ Snake         ,us,4847539
Yo Gotti         ,us,4670176
Steve Aoki       ,us,4545718
Twenty One Pilots,us,4276798
John Legend      ,us,3905465
Harry Styles     ,us,3789013
Jason Derulo     ,us,3437452
Lorde            ,us,3131353
Macklemore       ,us,2862373
Lady Gaga        ,us,2689986
blackbear        ,us,2606594
Young M.A        ,us,2590134
Playboi Carti    ,us,2585473
Liam Payne       ,us,2513151
Young Thug       ,us,2416065
Tay-K            ,us,1763771
Famous Dex       ,us,1722887
Mariah Carey     ,us,1697463
Lil Xan          ,us,1637969
NAV              ,us,1603183
Eminem           ,us,1592857
Niall Horan      ,us,1508399
J Balvin         ,us,1486594
Rihanna          ,us,1456428
PnB Rock         ,us,1383734
The Vamps        ,us,1350650
Sage The Gemini  ,us,1328683
Miley Cyrus      ,us,1324181
Justin Bieber    ,us,1263699
Brenda Lee       ,us,1193619
SZA              ,us,1185584
Louis Tomlinson  ,us,1031153
Andy Williams    ,us,951402
2 Chainz         ,us,950007
Lord Huron       ,us,894725
Lana Del Rey     ,us,889394
Michael Jackson  ,us,785071
"Ray Parker, Jr.  ",us,680439
Wham!            ,us,610326
Miguel           ,us,574451
Lil Peep         ,us,559551
Bobby Helms      ,us,547006
N.E.R.D          ,us,518307
Ayo & Teo        ,us,511986
Burl Ives        ,us,510869
"Bobby ""Boris"" Pic",us,507292
Band Aid         ,us,483355
Bing Crosby      ,us,483269
Kesha            ,us,455378
Lauv             ,us,452516
Justin Timberlake,us,417329
Fifth Harmony    ,us,405483
Kane Brown       ,us,371879
John Mayer       ,us,364991
Sia              ,us,345244
Desiigner        ,us,332310
J Balvin         ,uy,2477780
Ozuna            ,uy,2062978
Luis Fonsi       ,uy,1782949
CNCO             ,uy,1411746
Maluma           ,uy,1324251
Wisin            ,uy,1248578
Nicky Jam        ,uy,1229813
Daddy Yankee     ,uy,1223323
Piso 21          ,uy,1153094
Shakira          ,uy,1080720
Rombai           ,uy,1070880
Sebastian Yatra  ,uy,1027388
Danny Ocean      ,uy,997997
Ed Sheeran       ,uy,975832
Dame 5           ,uy,916762
Nacho            ,uy,867244
Chris Jeday      ,uy,769801
Zion & Lennox    ,uy,713272
Becky G          ,uy,635537
Anuel Aa         ,uy,606310
Carlos Vives     ,uy,604871
Natti Natasha    ,uy,575010
Manuel Turizo    ,uy,525004
Farruko          ,uy,494264
Don Omar         ,uy,482081
Yandel           ,uy,463429
Enrique Iglesias ,uy,463091
Alex Sensation   ,uy,426722
MC Kevinho       ,uy,419618
Marama           ,uy,378320
Bad Bunny        ,uy,373164
Abraham Mateo    ,uy,372624
Olvidate!        ,uy,371454
Joey Montana     ,uy,368623
Romeo Santos     ,uy,356080
The Chainsmokers ,uy,344941
