Artist,Country,Streams
Zara Larsson     ,id,584219
OneRepublic      ,id,574389
Olivia Holt      ,id,530591
Lorde            ,id,522030
Petit Biscuit    ,id,488410
Isaiah           ,id,457399
EXO              ,id,447121
Lil Pump         ,id,433972
Alok             ,id,424297
Robin Schulz     ,id,420663
Daya             ,id,411911
John Legend      ,id,393848
Twenty One Pilots,id,261577
Ryan Gosling     ,id,251071
Eminem           ,id,241404
Isyana Sarasvati ,id,235551
Future           ,id,210906
                 ,id,200301
Luke Christopher ,id,197686
J Balvin         ,id,178729
Red Velvet       ,id,176923
Justin Timberlake,id,163943
Sia              ,id,158611
Tulus            ,id,125546
LANY             ,id,102313
Nevada           ,id,74787
Mike Perry       ,id,60948
Linkin Park      ,id,56396
Mariah Carey     ,id,51881
Coldplay         ,id,51840
Wanna One        ,id,50734
gnash            ,id,27612
Ed Sheeran       ,ie,34428579
The Chainsmokers ,ie,8154066
Clean Bandit     ,ie,6868931
Calvin Harris    ,ie,6866910
Post Malone      ,ie,6860659
Luis Fonsi       ,ie,6449758
Dua Lipa         ,ie,6358827
DJ Khaled        ,ie,5923049
Drake            ,ie,5771139
Kygo             ,ie,5664607
Camila Cabello   ,ie,5648006
ZAYN             ,ie,5524852
Kendrick Lamar   ,ie,5142647
French Montana   ,ie,5078791
Little Mix       ,ie,4920924
Jax Jones        ,ie,4812965
Niall Horan      ,ie,4568369
Maroon 5         ,ie,4239493
Charlie Puth     ,ie,4088148
Avicii           ,ie,4063993
Jonas Blue       ,ie,4035531
Shawn Mendes     ,ie,3914458
Martin Garrix    ,ie,3678602
Rita Ora         ,ie,3626358
Martin Jensen    ,ie,3586683
Liam Payne       ,ie,3569687
Imagine Dragons  ,ie,3568878
Jason Derulo     ,ie,3316765
Macklemore       ,ie,3165058
Sam Smith        ,ie,3158955
Maggie Lindemann ,ie,3158912
Selena Gomez     ,ie,3045842
Zedd             ,ie,3016936
J Balvin         ,ie,2837052
Picture This     ,ie,2762771
Major Lazer      ,ie,2743966
The Weeknd       ,ie,2662599
Hailee Steinfeld ,ie,2625909
Marshmello       ,ie,2620422
Starley          ,ie,2613093
Demi Lovato      ,ie,2381919
Justin Bieber    ,ie,2361831
Katy Perry       ,ie,2351539
Axwell /\ Ingross,ie,2306182
Sigala           ,ie,2294129
Logic            ,ie,2287601
JP Cooper        ,ie,2281238
Taylor Swift     ,ie,2229095
Julia Michaels   ,ie,2119643
David Guetta     ,ie,2046551
P!nk             ,ie,1969326
NF               ,ie,1909723
Bruno Mars       ,ie,1889768
MK               ,ie,1849736
James Arthur     ,ie,1811188
Ariana Grande    ,ie,1727453
CNCO             ,ie,1651430
Khalid           ,ie,1650731
Cheat Codes      ,ie,1647396
Eminem           ,ie,1566896
CamelPhat        ,ie,1558143
Miley Cyrus      ,ie,1541235
Rag'n'Bone Man   ,ie,1474485
Louis Tomlinson  ,ie,1426923
Disciples        ,ie,1369326
Lil Uzi Vert     ,ie,1368765
Harry Styles     ,ie,1365494
Steve Aoki       ,ie,1333347
The Vamps        ,ie,1312552
John Gibbons     ,ie,1294909
Zara Larsson     ,ie,1284653
Lorde            ,ie,1263007
NEIKED           ,ie,1195197
Future           ,ie,1186054
Anne-Marie       ,ie,1173900
The Script       ,ie,1173796
Lauv             ,ie,1068836
Martin Solveig   ,ie,1058492
Mariah Carey     ,ie,996825
Rudimental       ,ie,978199
Adele            ,ie,970911
Big Shaq         ,ie,945025
Chris Brown      ,ie,915021
Robin Schulz     ,ie,905449
The Pogues       ,ie,890691
James Hype       ,ie,866266
Sage The Gemini  ,ie,855230
Wham!            ,ie,842465
Alessia Cara     ,ie,803214
Machine Gun Kelly,ie,792525
G-Eazy           ,ie,776990
AJR              ,ie,773127
Nevada           ,ie,761569
Stormzy          ,ie,705948
Lady Gaga        ,ie,671129
Lil Pump         ,ie,669189
Halsey           ,ie,650971
Band Aid         ,ie,646832
Michael Bublé   ,ie,643911
John Legend      ,ie,630152
Sia              ,ie,623661
Portugal. The Man,ie,599428
OneRepublic      ,ie,586070
Snakehips        ,ie,536127
Galantis         ,ie,521455
Kesha            ,ie,518861
Brenda Lee       ,ie,515513
XXXTENTACION     ,ie,509768
Lord Huron       ,ie,466382
Childish Gambino ,ie,461869
Fifth Harmony    ,ie,454835
DJ Snake         ,ie,446703
John Lennon      ,ie,414789
Shakin' Stevens  ,ie,405413
Tom Zanetti      ,ie,401236
Rae Sremmurd     ,ie,401070
Sean Paul        ,ie,388374
ALMA             ,ie,340537
Bing Crosby      ,ie,325696
Elton John       ,ie,323868
Charli XCX       ,ie,322902
Chris Rea        ,ie,284221
Migos            ,ie,271895
Andy Williams    ,ie,248510
Justin Timberlake,ie,242584
Paul McCartney   ,ie,239714
MiC LOWRY        ,ie,238065
Rak-Su           ,ie,198049
Lana Del Rey     ,ie,170607
                 ,ie,149205
Leona Lewis      ,ie,116288
Slade            ,ie,115974
Wizzard          ,ie,114777
Kylie Minogue    ,ie,95797
Boney M.         ,ie,89351
Bobby Helms      ,ie,86666
Linkin Park      ,ie,83597
Idina Menzel     ,ie,82822
Jona Lewie       ,ie,72309
Pretenders       ,ie,66948
Eartha Kitt      ,ie,53697
Nat King Cole    ,ie,52742
Mykola Dmytrovych,ie,51914
José Feliciano  ,ie,51546
Darlene Love     ,ie,49459
Mud              ,ie,48919
Coldplay         ,ie,45730
RAYE             ,ie,43773
The Lumineers    ,ie,43079
Mike Posner      ,ie,35457
Twenty One Pilots,ie,34960
Louisa Johnson   ,ie,34125
JAY Z            ,ie,34091
Mabel            ,ie,29641
The Ronettes     ,ie,26150
Kelly Clarkson   ,ie,23867
Mick Konstantin  ,ie,22543
East 17          ,ie,21680
Chuck Berry      ,ie,21520
The Beach Boys   ,ie,20246
Lily Allen       ,ie,19620
Cliff Richard    ,ie,19383
The Jackson 5    ,ie,17528
Michael Jackson  ,ie,15694
"Earth, Wind & Fir",ie,13801
Tom Petty        ,ie,13542
"Ray Parker, Jr.  ",ie,13258
OutKast          ,ie,13096
JóiPé          ,is,2926019
Aron Can         ,is,2311308
Ed Sheeran       ,is,1897713
Luis Fonsi       ,is,1188041
Post Malone      ,is,1157364
Joey Christ      ,is,1023957
Emmsjé Gauti    ,is,936344
Drake            ,is,921061
Kendrick Lamar   ,is,874129
DJ Khaled        ,is,839068
Floni            ,is,797876
Herra Hnetusmjör,is,741359
Birnir           ,is,679212
Chase            ,is,650814
Sturla Atlas     ,is,592854
The Weeknd       ,is,591276
Calvin Harris    ,is,582309
Attan            ,is,546380
Future           ,is,542709
Clean Bandit     ,is,542215
ZAYN             ,is,539401
French Montana   ,is,507551
Sam Smith        ,is,472996
Lil Uzi Vert     ,is,464770
The Chainsmokers ,is,463417
Kaleo            ,is,412473
Alessia Cara     ,is,370719
XXXTENTACION     ,is,354117
Friðrik Dór    ,is,347516
David Guetta     ,is,343106
Migos            ,is,341480
Kygo             ,is,339820
Úlfur Úlfur    ,is,336582
Starley          ,is,329351
Charlie Puth     ,is,319343
Camila Cabello   ,is,309343
Rihanna          ,is,299459
Justin Bieber    ,is,283939
Dua Lipa         ,is,280792
Harry Styles     ,is,278577
21 Savage        ,is,262081
Jason Derulo     ,is,259678
Bruno Mars       ,is,254052
Maroon 5         ,is,241142
Julia Michaels   ,is,235037
Jax Jones        ,is,225893
Shawn Mendes     ,is,217568
Imagine Dragons  ,is,213338
J Balvin         ,is,206974
James Arthur     ,is,200514
Portugal. The Man,is,190239
Svala            ,is,188682
Childish Gambino ,is,181912
Daði Freyr      ,is,174900
Zedd             ,is,170455
Miley Cyrus      ,is,168077
Liam Payne       ,is,157151
Demi Lovato      ,is,155016
Jonas Blue       ,is,154611
Big Sean         ,is,153423
Logic            ,is,151208
Blanche          ,is,151025
Martin Jensen    ,is,144028
Martin Garrix    ,is,138120
KYLE             ,is,135384
Lil Pump         ,is,130925
Taylor Swift     ,is,128853
Rjóminn         ,is,121618
Rag'n'Bone Man   ,is,110636
Louis Tomlinson  ,is,109029
Laddi            ,is,105636
DJ Snake         ,is,98138
Katy Perry       ,is,97964
Alexander Jarl   ,is,92201
Maggie Lindemann ,is,90595
Machine Gun Kelly,is,87572
Rae Sremmurd     ,is,87297
Michael Bublé   ,is,87132
NF               ,is,86840
Ariana Grande    ,is,86828
Helgi Björnsson ,is,85260
Wham!            ,is,84193
Noah Cyrus       ,is,82516
Mariah Carey     ,is,82224
Ruth Reginalds   ,is,81880
Major Lazer      ,is,81503
Selena Gomez     ,is,77819
Baggalútur      ,is,76478
Travis Scott     ,is,74990
Sunstroke Project,is,73944
�? svörtum fötu,is,72336
Young Thug       ,is,70333
Zara Larsson     ,is,69258
Aron Hannes      ,is,67487
Birgitta Haukdal ,is,64477
Marshmello       ,is,63485
Steve Aoki       ,is,61575
Calum Scott      ,is,59769
Björgvin Halldó,is,58481
Eyjólfur Kristj�,is,56181
Robin Bengtsson  ,is,56003
Khalid           ,is,54934
Króli           ,is,53353
Sia              ,is,49798
HLH flokkurinn   ,is,48913
John Legend      ,is,47666
AJR              ,is,44782
Cardi B          ,is,43892
Niall Horan      ,is,43280
Eivør           ,is,42949
Jon Bellion      ,is,42524
Eminem           ,is,41831
Sniglabandið    ,is,41759
Gunnar Ólason   ,is,39328
Hailee Steinfeld ,is,39166
Axwell /\ Ingross,is,35623
Salvador Sobral  ,is,35188
Justin Timberlake,is,33909
Stuðkompaníið ,is,32419
FM95BLÖ         ,is,30477
Memfismafían    ,is,30458
Alok             ,is,28542
Eirikur Hauksson ,is,28030
John Lennon      ,is,27233
Aron Brink       ,is,26300
J. Cole          ,is,25459
Twenty One Pilots,is,24254
�?slensku dívurn,is,22132
Aminé           ,is,20736
Pálmi Gunnarsson,is,19898
Kodak Black      ,is,19881
SZK              ,is,19412
Völli           ,is,19140
Isaiah           ,is,18617
Francesco Gabbani,is,18347
                 ,is,18332
Cheat Codes      ,is,17885
Kristian Kostov  ,is,15783
Hildur           ,is,15321
Land og synir    ,is,13198
Góði Úlfurinn ,is,11963
XXX Rottweiler hu,is,11346
Huncho Jack      ,is,11228
Ilinca           ,is,10357
Sverrir Bergmann ,is,10145
Grettiskórinn   ,is,9925
Geisha Cartel    ,is,9784
Fjallabræður   ,is,9246
Pápai Joci      ,is,8963
JOWST            ,is,8566
Linkin Park      ,is,8360
Jón Jónsson    ,is,8307
Skítamórall    ,is,5978
Desiigner        ,is,5885
Rammstein        ,is,5625
The Pogues       ,is,5542
Michel Dida      ,is,5361
Sálin hans Jóns,is,5185
Egill Ólafsson  ,is,4985
The Vamps        ,is,4100
Lil Peep         ,is,4031
Páll Óskar     ,is,3554
Avicii           ,is,3475
Rita Ora         ,is,3428
MØ              ,is,3190
Chris Rea        ,is,2997
Hljómar         ,is,2833
Stefán Hilmarsso,is,2695
Stevie Wonder    ,is,2690
Brenda Lee       ,is,2576
Þú og ég      ,is,2077
Huginn           ,is,2001
Offset           ,is,1856
Hjálmar         ,is,1214
Mike Posner      ,is,1164
Ed Sheeran       ,it,22386457
J-AX             ,it,14148989
Coez             ,it,13333711
The Chainsmokers ,it,11985186
Ghali            ,it,11922466
Luis Fonsi       ,it,8788213
Imagine Dragons  ,it,7354221
Clean Bandit     ,it,6788486
Maroon 5         ,it,6494892
ZAYN             ,it,6462170
Capo Plaza       ,it,5421020
Fabri Fibra      ,it,5344117
Gue Pequeno      ,it,4832132
Shade            ,it,4699295
Rkomi            ,it,4463351
Sfera Ebbasta    ,it,4223153
Post Malone      ,it,4212617
Axwell /\ Ingross,it,4184941
J Balvin         ,it,4175381
Salmo            ,it,4017789
Jake La Furia    ,it,3968049
Danny Ocean      ,it,3890151
Shawn Mendes     ,it,3847223
Francesco Gabbani,it,3844629
Dua Lipa         ,it,3773266
Martin Garrix    ,it,3603845
Camila Cabello   ,it,3561481
Charlie Puth     ,it,3524500
Robin Schulz     ,it,3240194
Caparezza        ,it,3178577
OneRepublic      ,it,2971430
DJ Khaled        ,it,2913764
The Weeknd       ,it,2910530
Ofenbach         ,it,2832832
Baby K           ,it,2764228
Calvin Harris    ,it,2747313
Sam Smith        ,it,2603389
Kygo             ,it,2598270
Enrique Iglesias ,it,2571242
Shakira          ,it,2537321
Macklemore       ,it,2453668
Avicii           ,it,2344986
Dark Polo Gang   ,it,2300989
Justin Bieber    ,it,2210427
Gemitaiz         ,it,2193023
Jason Derulo     ,it,2182656
Thegiornalisti   ,it,2162912
Sean Paul        ,it,2160294
Måneskin        ,it,2144497
Major Lazer      ,it,2134045
Tedua            ,it,2122820
Starley          ,it,2119525
Cesare Cremonini ,it,2067935
Alok             ,it,2040760
Rag'n'Bone Man   ,it,2011271
Jax Jones        ,it,1987873
Lil Pump         ,it,1924227
Selena Gomez     ,it,1920410
Enrico Nigiotti  ,it,1815994
Madman           ,it,1799941
Nicky Jam        ,it,1794971
Fabio Rovazzi    ,it,1764680
P!nk             ,it,1737565
Tiziano Ferro    ,it,1633575
Charlie Charles  ,it,1600967
Martin Jensen    ,it,1599315
Jonas Blue       ,it,1597862
David Guetta     ,it,1591690
James Arthur     ,it,1586957
Katy Perry       ,it,1565256
Drake            ,it,1523243
Michele Bravi    ,it,1433467
Steve Aoki       ,it,1431052
DJ Snake         ,it,1417448
Alessia Cara     ,it,1412933
Takagi & Ketra   ,it,1396669
Lady Gaga        ,it,1383125
NF               ,it,1352575
Parov Stelar     ,it,1346975
Bruno Mars       ,it,1261452
Benji & Fede     ,it,1228662
Zedd             ,it,1216663
Emis Killa       ,it,1213359
Taylor Swift     ,it,1185244
Negramaro        ,it,1169084
The Vamps        ,it,1151569
Sia              ,it,1119047
Mariah Carey     ,it,1022872
Fabrizio Moro    ,it,1020178
Liam Payne       ,it,926105
Lazza            ,it,872848
Night Skinny     ,it,862051
Ermal Meta       ,it,859638
JUNIOR CALLY     ,it,852146
Julia Michaels   ,it,846861
Marshmello       ,it,786085
lowlow           ,it,755477
John Legend      ,it,747279
Eminem           ,it,739244
Giorgia          ,it,715842
Harry Styles     ,it,707150
Cromo            ,it,688106
Wham!            ,it,685754
Luke Christopher ,it,681082
Morat            ,it,675940
Lorde            ,it,668769
Kendrick Lamar   ,it,633417
Izi              ,it,593728
Alan Walker      ,it,585093
Jovanotti        ,it,569738
Machine Gun Kelly,it,555640
Vegas Jones      ,it,549726
XXXTENTACION     ,it,495912
gnash            ,it,492056
Fiorella Mannoia ,it,485772
Tom Walker       ,it,475416
Twenty One Pilots,it,439663
Maggie Lindemann ,it,434947
DNCE             ,it,410554
Calcutta         ,it,398647
Michael Bublé   ,it,378015
Dennis Lloyd     ,it,364546
Future           ,it,356424
Elodie           ,it,355392
Ernia            ,it,347738
Ariana Grande    ,it,324774
Sergio Sylvestre ,it,311713
Linkin Park      ,it,245631
Samuel Storm     ,it,183031
Rita Bellanza    ,it,173076
Rae Sremmurd     ,it,162713
Achille Lauro    ,it,161742
CNCO             ,it,159559
Hailee Steinfeld ,it,154225
Frank Sinatra    ,it,146538
JP Cooper        ,it,130132
AJR              ,it,122291
Nevada           ,it,114047
Halsey           ,it,111760
RIKI             ,it,107034
John Lennon      ,it,106021
DrefGold         ,it,96827
Roshelle         ,it,93379
Mike Posner      ,it,89837
MamboLosco       ,it,86947
Justin Timberlake,it,85152
Samuel           ,it,84966
LP               ,it,81874
Kylie Minogue    ,it,79635
Pitbull          ,it,73503
Idina Menzel     ,it,70237
Queen            ,it,68437
Elton John       ,it,65952
Nitro            ,it,64652
G-Eazy           ,it,64459
José Feliciano  ,it,64089
Gabriele Esposito,it,61313
Noyz Narcos      ,it,61073
Carl Brave x Fran,it,57489
Coldplay         ,it,55700
Paul McCartney   ,it,55533
Céline Dion     ,it,54827
Bruce Springsteen,it,54792
Pentatonix       ,it,51972
Mario Biondi     ,it,51742
Tony Bennett     ,it,50958
Stevie Wonder    ,it,50603
Britney Spears   ,it,49602
Destiny's Child  ,it,48703
Nerone           ,it,46436
Gli Autogol      ,it,38211
Reggie Mills     ,it,36945
Gaia             ,it,25038
Ed Sheeran       ,jp,5572753
The Chainsmokers ,jp,4247036
TWICE            ,jp,2367765
Shota Shimizu    ,jp,2287226
Justin Bieber    ,jp,2244611
Luis Fonsi       ,jp,2157420
Zedd             ,jp,1982704
Calvin Harris    ,jp,1945907
DJ Khaled        ,jp,1927361
Charlie Puth     ,jp,1728594
Avicii           ,jp,1532229
AAA              ,jp,1486141
ONE OK ROCK      ,jp,1471547
Clean Bandit     ,jp,1357309
DAOKO×米津玄�,jp,1292201
Kygo             ,jp,1282628
Taylor Swift     ,jp,1234763
Bruno Mars       ,jp,1209267
Maroon 5         ,jp,1191048
Jonas Blue       ,jp,1156791
David Guetta     ,jp,1098162
Shawn Mendes     ,jp,1097347
Camila Cabello   ,jp,1076754
Dua Lipa         ,jp,1029081
Selena Gomez     ,jp,1024239
Martin Garrix    ,jp,985907
SEKAI NO OWARI   ,jp,982813
Demi Lovato      ,jp,959277
ZAYN             ,jp,918522
Liam Payne       ,jp,847725
Axwell /\ Ingross,jp,839344
BTS              ,jp,811803
Rita Ora         ,jp,794601
Imagine Dragons  ,jp,787358
French Montana   ,jp,738741
Jason Derulo     ,jp,722243
Major Lazer      ,jp,648770
Lauv             ,jp,642550
J Balvin         ,jp,635172
Logic            ,jp,630773
Maggie Lindemann ,jp,611286
Sam Smith        ,jp,609617
Mrs. GREEN APPLE ,jp,594583
Marshmello       ,jp,592986
Drake            ,jp,574517
Hailee Steinfeld ,jp,568546
The Weeknd       ,jp,543945
Post Malone      ,jp,535923
Louis Tomlinson  ,jp,511041
Cheat Codes      ,jp,494851
Kendrick Lamar   ,jp,469855
Macklemore       ,jp,457337
Niall Horan      ,jp,456763
GENERATIONS from ,jp,391085
Katy Perry       ,jp,382266
[Alexandros]     ,jp,370951
Starley          ,jp,349740
Lil Uzi Vert     ,jp,344552
P!nk             ,jp,344114
G-Eazy           ,jp,343622
Superfly         ,jp,319192
Julia Michaels   ,jp,289106
James Arthur     ,jp,277285
Halsey           ,jp,270817
Ariana Grande    ,jp,269253
Martin Jensen    ,jp,266890
Future           ,jp,254323
Fifth Harmony    ,jp,239368
Aimer            ,jp,221561
GReeeeN          ,jp,221437
Suchmos          ,jp,212188
Miley Cyrus      ,jp,206553
Harry Styles     ,jp,198132
Lady Gaga        ,jp,195239
Khalid           ,jp,190201
Alessia Cara     ,jp,186847
MONGOL800        ,jp,174049
Jax Jones        ,jp,158266
Lorde            ,jp,153033
KYLE             ,jp,147822
Steve Aoki       ,jp,143799
DJ Snake         ,jp,139121
CHANMINA         ,jp,116405
Austin Mahone    ,jp,104002
Mariah Carey     ,jp,102316
UVERworld        ,jp,97035
The Vamps        ,jp,93709
La La Land Cast  ,jp,87923
J Soul Brothers I,jp,86443
Machine Gun Kelly,jp,82253
OneRepublic      ,jp,79675
Dai Hirai        ,jp,75802
Linkin Park      ,jp,74568
Miliyah          ,jp,66308
Jon Bellion      ,jp,66123
Robin Schulz     ,jp,63982
AJR              ,jp,63952
Portugal. The Man,jp,50921
Eminem           ,jp,49761
Zara Larsson     ,jp,48680
RIRI             ,jp,43323
Sheena Ringo     ,jp,40810
Chris Hart       ,jp,40222
John Legend      ,jp,38644
Green Boys       ,jp,38382
Snakehips        ,jp,38030
Wham!            ,jp,37609
Doughnuts Hole   ,jp,36954
Shakira          ,jp,32809
Ketsumeishi      ,jp,30883
Emma Stone       ,jp,30201
Alok             ,jp,30052
WEDNESDAY CAMPANE,jp,28570
Che'Nelle        ,jp,26741
AmPm             ,jp,25995
Kyary Pamyu Pamyu,jp,24850
Sia              ,jp,24849
Migos            ,jp,20877
illion           ,jp,20811
Cashmere Cat     ,jp,20331
The Jackson 5    ,jp,19590
John Lennon      ,jp,17933
Paul McCartney   ,jp,16971
Brenda Lee       ,jp,15583
Yasutaka Nakata  ,jp,15350
Kelly Clarkson   ,jp,14858
Pentatonix       ,jp,12455
Mondo Grosso     ,jp,11974
Mone Kamishiraish,jp,11842
Justin Timberlake,jp,11762
KICK THE CAN CREW,jp,11627
Michael Bublé   ,jp,10837
Rae Sremmurd     ,jp,10428
Alan Walker      ,jp,10038
Sage The Gemini  ,jp,9954
Twenty One Pilots,jp,9834
Frank Sinatra    ,jp,9741
Nevada           ,jp,8535
Blouson Chiemi   ,jp,7585
NF               ,jp,7445
Mike Posner      ,jp,6895
Lana Del Rey     ,jp,3649
Adele            ,jp,3465
Ed Sheeran       ,lt,912051
The Chainsmokers ,lt,562755
Imagine Dragons  ,lt,524119
Post Malone      ,lt,438403
Kygo             ,lt,431515
Calvin Harris    ,lt,416871
Kendrick Lamar   ,lt,410145
Luis Fonsi       ,lt,395627
ZAYN             ,lt,381265
Maroon 5         ,lt,349171
Martin Garrix    ,lt,330147
Clean Bandit     ,lt,324819
Camila Cabello   ,lt,296581
Drake            ,lt,292463
Zedd             ,lt,254666
Charlie Puth     ,lt,237338
DJ Khaled        ,lt,236839
Future           ,lt,219074
Selena Gomez     ,lt,209925
French Montana   ,lt,208335
Lauv             ,lt,205675
Julia Michaels   ,lt,205118
The Weeknd       ,lt,199895
Katy Perry       ,lt,196595
Khalid           ,lt,193616
Axwell /\ Ingross,lt,187694
Shawn Mendes     ,lt,184006
Dua Lipa         ,lt,182936
Jonas Blue       ,lt,170305
Rita Ora         ,lt,169898
Starley          ,lt,169794
Major Lazer      ,lt,167883
Avicii           ,lt,163849
Niall Horan      ,lt,157770
Liam Payne       ,lt,151734
Martin Jensen    ,lt,151428
David Guetta     ,lt,150089
Bruno Mars       ,lt,146085
Lil Uzi Vert     ,lt,145033
Sam Smith        ,lt,144979
Jason Derulo     ,lt,143723
Halsey           ,lt,138420
Cheat Codes      ,lt,138372
Logic            ,lt,137694
Marshmello       ,lt,137137
J Balvin         ,lt,134475
Maggie Lindemann ,lt,133842
Bebe Rexha       ,lt,132107
Jax Jones        ,lt,130534
G-Eazy           ,lt,130388
Robin Schulz     ,lt,128710
Portugal. The Man,lt,125854
Lorde            ,lt,124860
AJR              ,lt,117672
OneRepublic      ,lt,117128
Macklemore       ,lt,116848
Hailee Steinfeld ,lt,116271
Taylor Swift     ,lt,107580
Alessia Cara     ,lt,107215
Justin Bieber    ,lt,107193
Demi Lovato      ,lt,101910
Olivia Holt      ,lt,96146
Miley Cyrus      ,lt,95930
The Vamps        ,lt,90844
Harry Styles     ,lt,87260
Louis Tomlinson  ,lt,84829
James Arthur     ,lt,82765
JP Cooper        ,lt,82350
Childish Gambino ,lt,78764
NF               ,lt,75744
Steve Aoki       ,lt,75491
21 Savage        ,lt,71839
Machine Gun Kelly,lt,70967
Mariah Carey     ,lt,70836
Jon Bellion      ,lt,70507
Beatrich         ,lt,70480
Petit Biscuit    ,lt,70399
KYLE             ,lt,70256
P!nk             ,lt,67073
Lil Pump         ,lt,65061
Snakehips        ,lt,64940
Burak Yeter      ,lt,58858
XXXTENTACION     ,lt,56547
Wham!            ,lt,55479
Fifth Harmony    ,lt,53692
Aaron Carter     ,lt,51974
Alan Walker      ,lt,50773
Alok             ,lt,49632
DJ Snake         ,lt,49543
Vice             ,lt,48947
CNCO             ,lt,47839
Ariana Grande    ,lt,47671
Lady Gaga        ,lt,45601
Cardi B          ,lt,45512
Brenda Lee       ,lt,45340
Bing Crosby      ,lt,44657
Sage The Gemini  ,lt,43859
Frank Sinatra    ,lt,42887
Zara Larsson     ,lt,42095
Moon Taxi        ,lt,41065
Eminem           ,lt,39155
Andy Williams    ,lt,38731
Stanaj           ,lt,37979
Little Mix       ,lt,36824
A R I Z O N A    ,lt,36405
Skrillex         ,lt,34797
Isaiah           ,lt,30533
Band Aid         ,lt,29804
Michael Bublé   ,lt,29077
Rihanna          ,lt,28964
BTS              ,lt,28446
MØ              ,lt,26667
Hearts & Colors  ,lt,25410
Грибы       ,lt,24910
Cashmere Cat     ,lt,24020
Flo Rida         ,lt,23304
DVBBS            ,lt,22948
John Legend      ,lt,22736
Rae Sremmurd     ,lt,22064
Noah Cyrus       ,lt,21773
Kiiara           ,lt,21339
Travis Scott     ,lt,21118
Burl Ives        ,lt,20776
Shakira          ,lt,20677
Lord Huron       ,lt,20167
Anita Kerr Singer,lt,19654
Nat King Cole    ,lt,19598
Enrique Iglesias ,lt,19066
ItaloBrothers    ,lt,18723
Kesha            ,lt,18087
Blanche          ,lt,18025
The xx           ,lt,17280
Linkin Park      ,lt,17235
Lana Del Rey     ,lt,16802
Offset           ,lt,16735
Adele            ,lt,16646
Shawn Hook       ,lt,15781
Sia              ,lt,15189
Perry Como       ,lt,14485
Bobby Helms      ,lt,14417
Chris Rea        ,lt,13658
Mykola Dmytrovych,lt,12398
Lil Xan          ,lt,11780
Big Shaq         ,lt,11762
San Holo         ,lt,11728
Luke Christopher ,lt,11429
Sabrina Carpenter,lt,11161
John Lennon      ,lt,10772
Vince Guaraldi Tr,lt,10105
Elvis Presley    ,lt,9639
Migos            ,lt,9415
Coldplay         ,lt,8636
                 ,lt,7911
Sunstroke Project,lt,7549
MAX              ,lt,7512
Donny Montell    ,lt,7241
Salvador Sobral  ,lt,7184
Dean Martin      ,lt,7137
Judy Garland     ,lt,7111
Thomas Gold      ,lt,6995
Carpenters       ,lt,6953
Paul McCartney   ,lt,6852
Robin Bengtsson  ,lt,6274
Sam Hunt         ,lt,6212
JOWST            ,lt,5368
Kristian Kostov  ,lt,5162
Eartha Kitt      ,lt,5106
Chuck Berry      ,lt,5044
Cash Cash        ,lt,4727
Daya             ,lt,4679
Diplo            ,lt,4047
José Feliciano  ,lt,3879
Nevada           ,lt,3870
Twenty One Pilots,lt,3487
The Pogues       ,lt,3367
Nause            ,lt,3335
Michael Jackson  ,lt,2705
Fall Out Boy     ,lt,2665
Radistai Dj's    ,lt,2613
Francesco Gabbani,lt,2022
Don Omar         ,lt,2006
Thurl Ravenscroft,lt,1945
Pápai Joci      ,lt,1722
Kay Starr        ,lt,1661
Macklemore & Ryan,lt,1601
Charli XCX       ,lt,1578
George Ezra      ,lt,1500
Marvin Gaye      ,lt,1467
JAY Z            ,lt,1465
ABBA             ,lt,1455
Ilinca           ,lt,1437
Bastille         ,lt,1421
Dzeko & Torres   ,lt,1405
Tove Lo          ,lt,1394
Rudimental       ,lt,1361
Alexandra Stan   ,lt,1295
NEIKED           ,lt,1280
Galantis         ,lt,1244
Nick Jonas       ,lt,1228
Grey             ,lt,1223
LANY             ,lt,1219
Lil Peep         ,lt,1215
Anne-Marie       ,lt,1200
Sigala           ,lt,1198
Felix Jaehn      ,lt,1173
Chris Brown      ,lt,1152
Gorillaz         ,lt,1121
A$AP Ferg        ,lt,1115
Anitta           ,lt,1100
Justin Timberlake,lt,1088
Ty Dolla $ign    ,lt,1060
blackbear        ,lt,1058
Frank Ocean      ,lt,1037
Sigrid           ,lt,1018
Tiësto          ,lt,1017
KREAM            ,lt,1014
Sean Paul        ,lt,1008
Ed Sheeran       ,lu,406658
Luis Fonsi       ,lu,235395
The Chainsmokers ,lu,177325
DJ Khaled        ,lu,145537
Martin Garrix    ,lu,102833
Kygo             ,lu,94860
Clean Bandit     ,lu,93151
Imagine Dragons  ,lu,87976
French Montana   ,lu,86975
ZAYN             ,lu,80172
Starley          ,lu,73544
Calvin Harris    ,lu,70626
Shawn Mendes     ,lu,69699
Future           ,lu,65545
Drake            ,lu,59569
Zedd             ,lu,58639
Jason Derulo     ,lu,56828
Charlie Puth     ,lu,55485
Jonas Blue       ,lu,53595
Kendrick Lamar   ,lu,53014
Major Lazer      ,lu,52907
David Guetta     ,lu,52266
The Weeknd       ,lu,49898
Julia Michaels   ,lu,46234
J Balvin         ,lu,43257
Liam Payne       ,lu,40665
Axwell /\ Ingross,lu,38041
James Arthur     ,lu,37268
Lil Uzi Vert     ,lu,30054
Katy Perry       ,lu,29445
Maroon 5         ,lu,25594
Martin Jensen    ,lu,23764
