Position,Track Name,Artist,Date,Country
9,Scared to Be Lonely                                                         ,Martin Garrix    ,01/02/2017,ch
10,Say You Won't Let Go                                                        ,James Arthur     ,01/02/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,02/02/2017,ch
2,Paris                                                                       ,The Chainsmokers ,02/02/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,02/02/2017,ch
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,02/02/2017,ch
5,Castle on the Hill                                                          ,Ed Sheeran       ,02/02/2017,ch
6,Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,02/02/2017,ch
7,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,02/02/2017,ch
8,Scared to Be Lonely                                                         ,Martin Garrix    ,02/02/2017,ch
9,Chantaje                                                                    ,Shakira          ,02/02/2017,ch
10,Solo Dance                                                                  ,Martin Jensen    ,02/02/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,03/02/2017,ch
2,Paris                                                                       ,The Chainsmokers ,03/02/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,03/02/2017,ch
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,03/02/2017,ch
5,Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,03/02/2017,ch
6,Castle on the Hill                                                          ,Ed Sheeran       ,03/02/2017,ch
7,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,03/02/2017,ch
8,Scared to Be Lonely                                                         ,Martin Garrix    ,03/02/2017,ch
9,Chantaje                                                                    ,Shakira          ,03/02/2017,ch
10,Solo Dance                                                                  ,Martin Jensen    ,03/02/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,04/02/2017,ch
2,Paris                                                                       ,The Chainsmokers ,04/02/2017,ch
3,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,04/02/2017,ch
4,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,04/02/2017,ch
5,Despacito (Featuring Daddy Yankee)                                          ,Luis Fonsi       ,04/02/2017,ch
6,Castle on the Hill                                                          ,Ed Sheeran       ,04/02/2017,ch
7,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,04/02/2017,ch
8,Scared to Be Lonely                                                         ,Martin Garrix    ,04/02/2017,ch
9,Chantaje                                                                    ,Shakira          ,04/02/2017,ch
10,Say You Won't Let Go                                                        ,James Arthur     ,04/02/2017,ch
1,Shape of You                                                                ,Ed Sheeran       ,05/02/2017,ch
2,Paris                                                                       ,The Chainsmokers ,05/02/2017,ch
3,I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Dark,ZAYN             ,05/02/2017,ch
4,Rockabye (feat. Sean Paul & Anne-Marie)                                     ,Clean Bandit     ,05/02/2017,ch
5,Castle on the Hill                                                          ,Ed Sheeran       ,05/02/2017,ch
6,Scared to Be Lonely                                                         ,Martin Garrix    ,05/02/2017,ch
7,Call On Me - Ryan Riback Extended Remix                                     ,Starley          ,05/02/2017,ch
